sample_id,species,population,subspecies,city_region,country,lat,long,western_hemisphere,coverage,relatedness,inbreeding,PC1,PC2,cluster
ECR_39_2,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.895278,-117.086934,Y,15.0466,Related,0.139953792,-0.055150149,0.035526871,8
ECR_39_3,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.895278,-117.086934,Y,18.7018,Unrelated,0.120131378,-0.050138661,0.034483819,8
ECR_4_1,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.895278,-117.086934,Y,16.543,Related,0.120116841,-0.044662712,0.022792394,8
ECR_4_2,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.895278,-117.086934,Y,16.5251,Unrelated,0.105692661,-0.044517714,0.029082618,8
ECR_4_3,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.895278,-117.086934,Y,18.241,Related,0.083597481,-0.043905156,0.021518831,8
ECR_40_1,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.895278,-117.086934,Y,16.3473,Related,0.098472109,-0.041085519,0.019674545,8
ECR_40_2,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.895278,-117.086934,Y,12.1486,Unrelated,0.222783208,-0.04678587,0.027121516,8
ECR_40_3,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.895278,-117.086934,Y,19.7119,Unrelated,0.089290313,-0.045030632,0.019027257,8
ECR_42_1,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.895278,-117.086934,Y,15.2278,Related,0.128455268,-0.047118359,0.030146404,8
ECR_42_2,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.895278,-117.086934,Y,12.2766,Unrelated,0.207750273,-0.052215713,0.031593027,8
ECR_42_3,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.895278,-117.086934,Y,17.8331,Unrelated,0.100259335,-0.047758824,0.025230978,8
ECR_44_1,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.895278,-117.086934,Y,13.9223,Unrelated,0.114290202,-0.042530764,0.024856468,8
ECR_44_2,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.895278,-117.086934,Y,15.5803,Related,0.110982533,-0.043236671,0.026806698,8
ECR_44_3,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.895278,-117.086934,Y,15.6912,Related,0.12427415,-0.035544435,0.023306063,8
J1000_A,A. mellifera,SoCal,SoCal-This-Study,California,U.S.A,33.964025,-117.341792,Y,18.5127,Related,0.053576931,-0.04336498,0.032081026,8
J1000_B,A. mellifera,SoCal,SoCal-This-Study,California,U.S.A,33.964025,-117.341792,Y,17.8874,Unrelated,0.21343224,-0.078310317,0.07672408,1
J1000_C,A. mellifera,SoCal,SoCal-This-Study,California,U.S.A,33.964025,-117.341792,Y,25.7633,Related,0.05193042,-0.052152053,0.043465556,8
m207,A. mellifera,M,A. m. mellifera,Zalewo,Poland,53.849567,19.602569,N,27.445,Unrelated,0.610568987,-0.122617099,-0.121082175,4
m217,A. mellifera,M,A. m. mellifera,Rudawka,Poland,49.706097,22.448235,N,28.0376,Unrelated,0.587259557,-0.121090365,-0.114127597,4
m218,A. mellifera,M,A. m. mellifera,Rudawka,Poland,49.706097,22.448235,N,22.9599,Unrelated,0.589904244,-0.119398499,-0.105417682,4
m226,A. mellifera,M,A. m. mellifera,Sucha Rzeczka,Poland,53.891148,23.191946,N,23.0839,Unrelated,0.667400301,-0.123870855,-0.121449473,4
m227,A. mellifera,M,A. m. mellifera,Sucha Rzeczka,Poland,53.891148,23.191946,N,25.1248,Unrelated,0.579472087,-0.12061404,-0.106460374,4
m233,A. mellifera,M,A. m. iberiensis,Cordoba,Spain,37.887723,-4.77964,N,22.3354,Unrelated,0.670746882,-0.112005532,-0.132937824,4
m234,A. mellifera,M,A. m. iberiensis,Murcia,Spain,37.985883,-1.132087,N,19.1374,Related,0.687301273,-0.114180985,-0.130434167,4
m248,A. mellifera,M,A. m. iberiensis,Murcia,Spain,37.985883,-1.132087,N,26.0918,Unrelated,0.664571865,-0.114880153,-0.134930217,4
m256,A. mellifera,M,A. m. iberiensis,Cordoba,Spain,37.887723,-4.77964,N,23.9015,Unrelated,0.662704118,-0.11301184,-0.133822471,4
Mexico_Honeybee_001,A. mellifera,Meso,Mexico-Zarate,Chiapas,Mexico,16.7569,-93.1292,Y,33.2765,Unrelated,0.066813106,3.04E-04,-0.013279899,9
Mexico_Honeybee_002,A. mellifera,Meso,Mexico-Zarate,Chiapas,Mexico,16.7569,-93.1292,Y,28.7789,Unrelated,0.061393001,0.012388418,-0.02205771,9
Mexico_Honeybee_003,A. mellifera,Meso,Mexico-Zarate,Chiapas,Mexico,16.7569,-93.1292,Y,28.3862,Unrelated,0.067766969,0.013458701,-0.019417064,9
Mexico_Honeybee_004,A. mellifera,Meso,Mexico-Zarate,Chiapas,Mexico,16.7569,-93.1292,Y,37.679,Unrelated,0.054688254,0.014529838,-0.024970888,9
Mexico_Honeybee_005,A. mellifera,Meso,Mexico-Zarate,Chiapas,Mexico,16.7569,-93.1292,Y,31.2237,Unrelated,0.044619063,0.010384145,-0.019268079,9
Mexico_Honeybee_006,A. mellifera,Meso,Mexico-Zarate,Chiapas,Mexico,16.7569,-93.1292,Y,31.9667,Unrelated,0.0462824,0.01646772,-0.014498955,9
Mexico_Honeybee_007,A. mellifera,Meso,Mexico-Zarate,Chiapas,Mexico,16.7569,-93.1292,Y,35.393,Unrelated,0.049720489,0.004206494,-0.018242303,9
Mexico_Honeybee_008,A. mellifera,Meso,Mexico-Zarate,Chiapas,Mexico,16.7569,-93.1292,Y,38.6399,Unrelated,0.032958535,0.010582669,-0.006885995,9
Mexico_Honeybee_009,A. mellifera,Meso,Mexico-Zarate,Chiapas,Mexico,16.7569,-93.1292,Y,37.9483,Unrelated,0.043489328,0.00979931,-0.025983513,9
Mexico_Honeybee_010,A. mellifera,Meso,Mexico-Zarate,Chiapas,Mexico,16.7569,-93.1292,Y,58.9685,Unrelated,0.05425793,3.99E-04,-0.023856518,9
Mexico_Honeybee_011,A. mellifera,Meso,Mexico-Zarate,Chiapas,Mexico,16.7569,-93.1292,Y,34.336,Unrelated,0.051347434,0.009127507,-0.015990503,9
Mexico_Honeybee_012,A. mellifera,Meso,Mexico-Zarate,Chiapas,Mexico,16.7569,-93.1292,Y,71.7351,Unrelated,0.058664104,0.013492321,-0.017985621,9
Mexico_Honeybee_013,A. mellifera,Meso,Mexico-Zarate,Chiapas,Mexico,16.7569,-93.1292,Y,29.0805,Unrelated,0.134310576,-0.003353153,-0.003175739,9
Mexico_Honeybee_014,A. mellifera,Meso,Mexico-Zarate,Chiapas,Mexico,16.7569,-93.1292,Y,29.5008,Unrelated,0.110931921,-0.003390797,-0.012702907,9
Mexico_Honeybee_015,A. mellifera,Meso,Mexico-Zarate,Chiapas,Mexico,16.7569,-93.1292,Y,16.7306,Unrelated,0.230661609,-0.00982342,-0.01044113,9
o341,A. mellifera,Y,A. m. jemenitica,Riyah,Saudi Arabia,24.706291,46.78654,N,24.939,Unrelated,0.722359785,0.024289441,0.036737864,7
o342,A. mellifera,Y,A. m. jemenitica,Riyah,Saudi Arabia,24.706291,46.78654,N,23.5813,Unrelated,0.727648652,0.023746496,0.036804587,7
o343,A. mellifera,Y,A. m. jemenitica,Riyah,Saudi Arabia,24.706291,46.78654,N,24.5368,Unrelated,0.724396115,0.024375865,0.036250369,7
o344,A. mellifera,Y,A. m. jemenitica,Riyah,Saudi Arabia,24.706291,46.78654,N,24.6707,Unrelated,0.727823978,0.024535255,0.036483546,7
o345,A. mellifera,Y,A. m. jemenitica,Riyah,Saudi Arabia,24.706291,46.78654,N,23.5158,Unrelated,0.734862594,0.024146625,0.036647384,7
o346,A. mellifera,Y,A. m. jemenitica,Riyah,Saudi Arabia,24.706291,46.78654,N,24.5363,Unrelated,0.719651867,0.02400027,0.036599385,7
o347,A. mellifera,Y,A. m. jemenitica,Sanaa,Yemen,15.380336,44.208515,N,23.5394,Unrelated,0.729819004,0.02388486,0.036687602,7
o348,A. mellifera,Y,A. m. jemenitica,Sanaa,Yemen,15.380336,44.208515,N,22.1875,Unrelated,0.62225066,0.022398096,0.036615142,7
o349,A. mellifera,Y,A. m. jemenitica,Sanaa,Yemen,15.380336,44.208515,N,19.9153,Unrelated,0.720475116,0.023302155,0.03638792,7
Panama_HB_01,A. mellifera,Meso,Panama-Zarate,Panama City,Panama,8.9824,-79.5199,Y,17.0952,Unrelated,0.08844842,0.027420214,-0.026994415,9
Panama_HB_02,A. mellifera,Meso,Panama-Zarate,Panama City,Panama,8.9824,-79.5199,Y,21.9791,Related,0.09386041,0.024945121,-0.027237353,9
Panama_HB_03,A. mellifera,Meso,Panama-Zarate,Panama City,Panama,8.9824,-79.5199,Y,21.8321,Related,0.078638106,0.025619466,-0.025807529,9
Panama_HB_04,A. mellifera,Meso,Panama-Zarate,Gamboa,Panama,9.1165,-79.6965,Y,22.859,Related,0.075095483,0.025015605,-0.028157296,9
Panama_HB_05,A. mellifera,Meso,Panama-Zarate,Gamboa,Panama,9.1165,-79.6965,Y,20.5312,Related,0.073907805,0.023508096,-0.028049165,9
Panama_HB_06,A. mellifera,Meso,Panama-Zarate,Gamboa,Panama,9.1165,-79.6965,Y,21.3256,Unrelated,0.075452352,0.027252625,-0.027827114,9
Panama_HB_07,A. mellifera,Meso,Panama-Zarate,BCI,Panama,9.1521,-79.8465,Y,21.3084,Related,0.069491194,0.030771125,-0.023968031,9
Panama_HB_08,A. mellifera,Meso,Panama-Zarate,BCI,Panama,9.1521,-79.8465,Y,19.8261,Unrelated,0.072163416,0.02968625,-0.025515941,9
Panama_HB_09,A. mellifera,Meso,Panama-Zarate,BCI,Panama,9.1521,-79.8465,Y,24.0643,Unrelated,0.090053155,0.028009698,-0.027253916,9
Panama_HB_10,A. mellifera,Meso,Panama-Zarate,Gatun,Panama,9.1921,-79.9081,Y,18.0027,Unrelated,0.087218906,0.028375193,-0.026848992,9
Panama_HB_11,A. mellifera,Meso,Panama-Zarate,Gatun,Panama,9.1921,-79.9081,Y,20.4233,Related,0.064497578,0.027848302,-0.025562579,9
Panama_HB_12,A. mellifera,Meso,Panama-Zarate,Gatun,Panama,9.1921,-79.9081,Y,19.6968,Unrelated,0.074217212,0.030538457,-0.025035727,9
Panama_HB_13,A. mellifera,Meso,Panama-Zarate,Santa Rita Arriba,Panama,9.3255,-79.7904,Y,26.514,Related,0.077435198,0.028557556,-0.024782236,9
Panama_HB_14,A. mellifera,Meso,Panama-Zarate,Santa Rita Arriba,Panama,9.3255,-79.7904,Y,24.7376,Related,0.06654092,0.027050879,-0.028213731,9
Panama_HB_15,A. mellifera,Meso,Panama-Zarate,Santa Rita Arriba,Panama,9.3255,-79.7904,Y,21.0871,Related,0.071945337,0.028025684,-0.025523919,9
R1000_A,A. mellifera,SoCal,SoCal-This-Study,California,U.S.A,33.964025,-117.341792,Y,16.3526,Related,0.071355395,-0.039693463,0.023850033,8
R1000_B,A. mellifera,SoCal,SoCal-This-Study,California,U.S.A,33.964025,-117.341792,Y,17.6366,Related,0.031780977,-0.036307774,0.019363706,8
R1000_C,A. mellifera,SoCal,SoCal-This-Study,California,U.S.A,33.964025,-117.341792,Y,16.3696,Related,0.043296597,-0.03501736,0.023132506,8
RO12_A,A. mellifera,NorCal,NorCal-This-Study,Northern CA,U.S.A,36.875728,-121.722275,Y,19.6568,Unrelated,0.307457672,-0.090065824,0.089871997,1
RO12_B,A. mellifera,NorCal,NorCal-This-Study,Northern CA,U.S.A,36.875728,-121.722275,Y,18.6122,Related,0.321711614,-0.090308913,0.091221268,1
RO12_C,A. mellifera,NorCal,NorCal-This-Study,Northern CA,U.S.A,36.875728,-121.722275,Y,18.1146,Related,0.304757496,-0.090535171,0.087650332,1
RO13_A,A. mellifera,NorCal,NorCal-This-Study,Northern CA,U.S.A,36.875728,-121.722275,Y,20.1268,Unrelated,0.358669656,-0.092347391,0.093811633,1
RO13_B,A. mellifera,NorCal,NorCal-This-Study,Northern CA,U.S.A,36.875728,-121.722275,Y,19.4246,Related,0.347667598,-0.091662695,0.092568178,1
RO13_C,A. mellifera,NorCal,NorCal-This-Study,Northern CA,U.S.A,36.875728,-121.722275,Y,17.938,Related,0.369227928,-0.090260168,0.088799148,1
RT1002_A,A. mellifera,SoCal,SoCal-This-Study,California,U.S.A,33.964025,-117.341792,Y,19.4096,Related,0.052212786,-0.0411006,0.024611269,8
RT1002_B,A. mellifera,SoCal,SoCal-This-Study,California,U.S.A,33.964025,-117.341792,Y,19.8872,Related,0.052203831,-0.036230478,0.030303344,8
RT1002_C,A. mellifera,SoCal,SoCal-This-Study,California,U.S.A,33.964025,-117.341792,Y,19.6863,Unrelated,0.037116694,-0.039395238,0.024476673,8
s279,A. mellifera,A,A. m. scutellata,East Cape,South Africa,-32.573961,27.260428,N,26.5614,Unrelated,0.221284743,0.03910529,0.005460535,7
s280,A. mellifera,A,A. m. scutellata,East Cape,South Africa,-32.573961,27.260428,N,27.0159,Unrelated,0.218604092,0.038629581,0.005282088,7
s284,A. mellifera,A,A. m. scutellata,NW. Cape,South Africa,-29.639122,17.905532,N,23.7378,Unrelated,0.211086141,0.039108795,0.004868658,7
s285,A. mellifera,A,A. m. scutellata,N. Cape,South Africa,-29.180306,21.825367,N,25.2466,Unrelated,0.228663028,0.037878699,0.00513869,7
s286,A. mellifera,A,A. m. scutellata,NW. Cape,South Africa,-29.639122,17.905532,N,26.9436,Unrelated,0.211126554,0.038704413,0.004583162,7
s290,A. mellifera,A,A. m. scutellata,West Cape,South Africa,-33.304083,21.886722,N,26.8263,Unrelated,0.231124216,0.039825641,0.005387571,7
s296,A. mellifera,A,A. m. scutellata,Freestate,South Africa,-28.578868,26.425587,N,25.6918,Unrelated,0.230275326,0.037816649,0.006172717,7
s299,A. mellifera,A,A. m. scutellata,N/NW Cape,South Africa,-29.180306,21.825367,N,26.1704,Unrelated,0.22009222,0.03825903,0.005090005,7
s300,A. mellifera,A,A. m. scutellata,NW. Cape,South Africa,-29.639122,17.905532,N,26.7826,Unrelated,0.2165585,0.039513608,0.005835103,7
s301,A. mellifera,A,A. m. scutellata,East Cape,South Africa,-32.573961,27.260428,N,27.1979,Unrelated,0.227223968,0.039318478,0.004804659,7
s302,A. mellifera,A,A. m. scutellata,East Cape,South Africa,-32.573961,27.260428,N,27.2912,Unrelated,0.226653844,0.039140756,0.005312589,7
San_Diego_Honeybee_001,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,33.1201937,-116.785454,Y,35.112,Unrelated,0.068287251,-0.04603345,0.031270843,8
San_Diego_Honeybee_002,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,33.0953759,-116.8309861,Y,41.6375,Unrelated,0.070760767,-0.043742704,0.025649584,8
San_Diego_Honeybee_003,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,33.0940448,-117.0007862,Y,25.8422,Unrelated,0.05902375,-0.058719828,0.053277247,1
San_Diego_Honeybee_004,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,33.0648804,-117.0816544,Y,31.0794,Unrelated,0.051234401,-0.044307702,0.024154437,8
San_Diego_Honeybee_005,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.8772464,-117.2467729,Y,40.0565,Unrelated,0.06024546,-0.046209254,0.027713853,8
San_Diego_Honeybee_006,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.9503884,-117.132764,Y,29.4855,Unrelated,0.081082443,-0.041058111,0.026200067,8
San_Diego_Honeybee_007,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.9330022,-116.9668143,Y,32.9365,Unrelated,0.05726788,-0.048047416,0.029647536,8
San_Diego_Honeybee_008,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.8612775,-116.8994291,Y,37.3279,Unrelated,0.115197825,-0.04952529,0.035718579,8
San_Diego_Honeybee_009,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.9354869,-116.8679694,Y,29.6499,Unrelated,0.047105685,-0.034605004,0.027426423,8
San_Diego_Honeybee_010,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.9834077,-116.8317571,Y,31.1276,Unrelated,0.040218927,-0.034661295,0.015804102,8
San_Diego_Honeybee_011,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.758286,-117.197928,Y,23.5,Unrelated,0.06558056,-0.03928037,0.019180347,8
San_Diego_Honeybee_012,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,33.34228,-117.811212,Y,28.0007,Unrelated,0.047143476,-0.044677934,0.023242723,8
San_Diego_Honeybee_013,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.678109,-117.041976,Y,28.3576,Unrelated,0.059178187,-0.04976026,0.020700369,8
San_Diego_Honeybee_015,A. mellifera,SoCal,SoCal-Zarate,California,U.S.A,32.767829,-117.023084,Y,20.6383,Unrelated,0.099684626,-0.048203313,0.019522171,8
Acern_AK09,A. cerana,Outgroup,A. cerana,"Ankang, Shanxi",China,33.51,108.37,N,,,,,,
Acern_DQ03,A. cerana,Outgroup,A. cerana,"Diqing, Yunnan",China,28.2,99.27,N,,,,,,
Acern_GY03,A. cerana,Outgroup,A. cerana,"Guyuan, Ningxia",China,35.67,106.33,N,,,,,,
Acern_HC07,A. cerana,Outgroup,A. cerana,"Hechi, Guangxi",China,24.69,108.09,N,,,,,,
Acern_HK01,A. cerana,Outgroup,A. cerana,"Haikou, Hainan",China,19.98,110.33,N,,,,,,
Acern_ME03,A. cerana,Outgroup,A. cerana,"Maerkang, Sichuan",China,31.54,102.17,N,,,,,,
Acern_MX05,A. cerana,Outgroup,A. cerana,"Minxian, Gansu",China,34.51,104.06,N,,,,,,
Acern_MY02,A. cerana,Outgroup,A. cerana,"Mengyin, Shandong",China,35.65,117.92,N,,,,,,
Acern_NY03,A. cerana,Outgroup,A. cerana,"Nayong, Guizhou",China,26.83,105.47,N,,,,,,
Acern_QY09,A. cerana,Outgroup,A. cerana,"Qingyuan, Liaoning",China,40.24,119.75,N,,,,,,
Acern_SJ06,A. cerana,Outgroup,A. cerana,"Shennongjia, Hubei",China,31.64,110.43,N,,,,,,
Acern_SN10,A. cerana,Outgroup,A. cerana,"Suining, Sichuan",China,30.76,105.56,N,,,,,,
Acern_XS10,A. cerana,Outgroup,A. cerana,"Xishuangbanna, Yunnan",China,21.93,101.26,N,,,,,,
Acern_YL01,A. cerana,Outgroup,A. cerana,"Yulin, Shanxi",China,37.57,108.53,N,,,,,,
Acern_ZZ07,A. cerana,Outgroup,A. cerana,"Zhangzhou, Fujian",China,24.51,117.65,N,,,,,,